,R_1M,R_3M,AboveEMA50,Vol20(ann),VolAcceleration,FMS,ΔFMS_1D,ΔFMS_5D,R_1W,R_6M,R_YTD
CC,0.21134018279898426,0.6746867461364212,0.1841690901209745,0.4241008006542703,0.5748150038329728,2.083759230235872,0.03422239195696086,0.15944237993068522,0.03952623699042346,0.2119127602337696,0.0047030706103070585
B,0.19954122012189446,0.4292939490906533,0.17630436292373197,0.23802686798624742,0.622537414807902,2.072214228173188,-0.24737170763849292,0.048453024214899276,0.016514647881493483,0.4761668896256319,0.842734176724963
RDDT,0.22841374599294428,1.0317023296916212,0.2640358622629422,0.5105564683766476,0.6546776360883033,2.064024951781536,0.5374798936463914,0.6145584244755207,0.03266011736926355,1.1236959508621873,0.5562055960524286
CHAT,0.1554254212374624,0.3309901846820358,0.1306022520251906,0.22659709185276475,0.57394351558046,2.0636330978971245,0.30899620334763167,1.1666136166032244,0.030681411614795095,0.55243136532737,0.41072207196788457
WNS,0.0026199467562206813,0.31882655811451155,0.030082897816344545,0.06284191354275602,0.15699186694225356,2.054919030411392,-0.33067815094833675,0.019886163228942433,-0.0002296767456196891,0.13390148800724777,0.510540354394055
ZEPP,0.17380996035481444,18.14442168823403,0.34810758005305464,0.974153373838925,0.5214405328892786,2.043979063823163,-0.23323339280663857,0.4816368996494216,-0.07787733422559895,13.584422956278788,15.767399441502377
SRV,0.038606009612544456,0.1410510318921805,0.048618584738863824,0.10692894186687078,0.36622485889620376,2.040379117439368,0.06052618145694044,0.6846869633361106,0.030757901338782867,0.009551692754143914,0.04261299296047816
BRZU,0.21841162488136345,0.21637131035906743,0.1309405320839654,0.3396258871508901,0.6461509543102407,2.038746930494228,-0.3760235334248936,1.443907544484875,0.04403026535378496,0.26331730192493197,0.6794933634489413
KLG,-0.0028060308119188804,0.46459668200163406,0.03273720487234244,0.0715964659146562,0.13343685738184596,2.0386519724815324,-0.17491996939148446,-0.25157792597991424,-0.0065669802210763795,0.15687138590908,0.23088936594620102
BWMX,0.019608116675381204,0.6997439494511106,0.08044782404975304,0.1464220107417372,0.2662120971769206,2.0372389751141644,-0.0716640770509418,-0.08544042329451029,-0.014167352392958965,0.14933643680991548,0.22576579932552532
THNQ,0.14351845529521312,0.25265927534637056,0.10740407200645241,0.20365561123457565,0.5747173180500531,2.0341098915563287,0.22246198518663252,0.8651749165367164,0.02981498089912349,0.2997044914650264,0.2413597176831963
PTHS,0.5416696870197448,1.8661762263069797,0.35993237037474635,1.261531052029655,0.6881358013968083,2.0307199360248247,-0.09671735070573417,-0.037209558652548935,0.03455173771968245,1.1617305232979271,3.88244859005441
IGPT,0.0958863641130081,0.18625930896654053,0.07489570755305763,0.18481995700754963,0.5327776198197695,2.0276183318304355,0.10311323908622416,1.0055354879606955,0.032213852577868574,0.21218907890577388,0.14105136866685952
ICOP,0.10186644286313085,0.2228806753122985,0.06666244638295371,0.20413211299362244,0.5527145488167238,2.018946949550814,-0.05639598004201796,0.03664431572284599,-0.013621978878701091,0.17755719131100278,0.26925556490410507
DINO,0.1418339288846615,0.31791275548536846,0.11627677526222624,0.2771935974550479,0.6892642101458444,2.0040712246288095,-0.15631593456472226,-0.0743529493142634,0.020575931869895703,0.5294581502035443,0.48255094648478836
BLCN,0.1792799196866235,0.31020864196876863,0.13693619501923004,0.2566752909237813,0.5747158585286952,2.0015435478316523,0.24596549366914866,2.1541903715661506,0.09908423018986179,0.2846792207589963,0.023432282105388502
